SEED,protected_att,target,method,anon_parameter,supp_level,SPD,EOD,MAD,PED,PRD,ACC,f1,Precision,Recall,ROC_AUC,CM,ASF,ALF,NCF
28,gender,income,k-anonymity,10,50,0.3804617826663757,0.23594328130514475,-0.01241499641111754,0.22504452409149894,0.10930465737569228,0.7841875681570338,0.7975861716272885,0.7739182215164748,0.8227474150664698,0.7828474154998338,"[[3292 1139]
 [ 840 3899]]",0.3027737,2.541898250579834,0.17660254
29,gender,income,k-anonymity,10,50,0.3594246109419581,0.22473376296905712,-0.005719685752989534,0.20562238706897557,0.11022529973185935,0.7866957470010905,0.7986411365040148,0.7704071499503475,0.8290232955759778,0.7858097996472629,"[[3335 1156]
 [ 800 3879]]",0.30681208,2.8950070071010314,0.17800303
30,gender,income,k-anonymity,10,50,0.4073422317147582,0.28792194092827006,0.0021670696010100965,0.24083108551193047,0.09984093319194065,0.7880043620501636,0.801875254790053,0.7751724137931034,0.8304834283301668,0.7865478274066805,"[[3292 1141]
 [ 803 3934]]",0.3062559,2.844837708270439,0.17767319
31,gender,income,k-anonymity,10,50,0.3976143853685919,0.2810387630297656,-0.0013529482578147345,0.2398960490671904,0.07742675424877488,0.7844056706652126,0.797500768206494,0.782669883393647,0.8129045729797453,0.783078627507905,"[[3300 1081]
 [ 896 3893]]",0.32323542,2.611177921295166,0.18484867
32,gender,income,k-anonymity,10,50,0.39068570940608854,0.27657343620832187,0.0044709570775921526,0.2182392934878035,0.1033538053242834,0.7894220283533261,0.8015212252030013,0.7838761560112586,0.8199789695057834,0.7882454303927559,"[[3340 1075]
 [ 856 3899]]",0.31166548,3.050554696118494,0.1802262
33,gender,income,k-anonymity,10,50,0.3997597523016911,0.28169929051407383,-0.0006481556936159816,0.2330717431063961,0.093390204094975,0.7885496183206107,0.7998348301847837,0.7788500201045436,0.8219817525991937,0.7875894852293701,"[[3357 1100]
 [ 839 3874]]",0.31096756,2.947145356107312,0.17995818
34,gender,income,k-anonymity,10,50,0.38925997200639056,0.266935670203715,-0.01112779569417588,0.24285944201523296,0.07317750332456219,0.7789531079607416,0.7919531971671969,0.7756332931242461,0.8089746278045712,0.777697947849116,"[[3285 1116]
 [ 911 3858]]",0.30983636,2.7458486358714014,0.18093565
35,gender,income,k-anonymity,10,50,0.3944676754944657,0.2787980087932851,-0.00871583234149298,0.2276269017199667,0.0902998256437344,0.7836423118865867,0.7923817496860611,0.7827165598511474,0.8022886204704387,0.7830809536861294,"[[3400 1051]
 [ 933 3786]]",0.3281192,3.0000120026558608,0.18821168
36,gender,income,k-anonymity,10,50,0.3795123275768437,0.25309418816435025,-0.0011893124796350518,0.2148374393875467,0.10617619434238557,0.7890948745910578,0.8010288065843622,0.77875575115023,0.8246134293581868,0.7880091197139327,"[[3343 1106]
 [ 828 3893]]",0.31940126,3.6845773005596296,0.18485819
37,gender,income,k-anonymity,10,50,0.40640690736518315,0.28864429944772985,-0.003949801612237236,0.25079572718674836,0.09437270707119028,0.7791712104689203,0.7915165242458561,0.768031968031968,0.816482582837723,0.7781426809302914,"[[3301 1161]
 [ 864 3844]]",0.31219304,2.748132903679402,0.18384191
38,gender,income,k-anonymity,10,50,0.3777006461259145,0.2358432836991825,-0.0015074491376088073,0.21395089768636863,0.10721992269732084,0.7941112322791712,0.8070318887980377,0.7819370172311348,0.8337909186906018,0.7927691910251206,"[[3334 1101]
 [ 787 3948]]",0.25193092,3.36031824393762,0.13881776
39,gender,income,k-anonymity,10,50,0.38309958790730697,0.24565332597892098,0.0018195467328427917,0.22263941429996423,0.09533873781728719,0.7959651035986914,0.8114481507608586,0.7823552273610571,0.8427883608959598,0.7939186511968986,"[[3273 1120]
 [ 751 4026]]",0.25689912,2.6536214306135166,0.14140435
0,gender,income,l-diversity,2,10,0.4214361697241787,0.35368816661626823,0.0018778756440195332,0.25475764258226313,0.09286833855799381,0.7560523446019629,0.766077590714211,0.7768822905620361,0.755569306930693,0.7560817381483638,"[[3270 1052]
 [1185 3663]]",0.0014338922,0.999636173248291,0.0014338921
1,gender,income,l-diversity,2,10,0.4011681702521397,0.3401182194700229,0.000260235947258769,0.23644259019210512,0.08242955616807712,0.75659760087241,0.762906309751434,0.7784522003034902,0.7479691730889398,0.7570241837062919,"[[3347 1022]
 [1210 3591]]",0.0015284846,0.9772384166717529,0.0015284846
2,gender,income,l-diversity,2,10,0.5112330048133318,0.4244169907161774,-0.010737465916211053,0.35985139467975663,0.0071816418074642785,0.7732824427480917,0.7874015748031497,0.7571288102261554,0.8201959948870899,0.7721399992308552,"[[3241 1235]
 [ 844 3850]]",0.0092281,1.115464448928833,0.009217804
3,gender,income,l-diversity,2,10,0.5072825729293191,0.4115796806458771,-0.010052417842378203,0.36402021535706963,0.0062486788438280705,0.7707742639040349,0.7874190938511327,0.7605000976753272,0.8163136925980289,0.7688703205094212,"[[3175 1226]
 [ 876 3893]]",0.010851616,1.1645468473434448,0.010845956
4,gender,income,l-diversity,2,10,0.5006447092435713,0.42606099304333617,0.006738877552472822,0.34669588903719273,0.03899353532335825,0.7694656488549618,0.7859457270149858,0.7553522771506422,0.8191219924018573,0.767751429413925,"[[3175 1257]
 [ 857 3881]]",0.010234235,1.191283941268921,0.010219133
5,gender,income,l-diversity,2,10,0.515283190918617,0.4306701603573372,-0.008926015587255032,0.36071167104895474,0.015359438924605562,0.7704471101417666,0.7843900440438389,0.7606277314263011,0.8096849228166632,0.7691748189854538,"[[3236 1205]
 [ 900 3829]]",0.011172681,1.3417840003967285,0.011166336
6,gender,income,l-diversity,2,10,0.5146644025841955,0.43139482053611994,-0.002775396789931883,0.3626048805141238,0.00984475032930876,0.7709923664122137,0.7872340425531915,0.7626619552414605,0.8134422110552764,0.7691471410305969,"[[3185 1209]
 [ 891 3885]]",0.008357302,1.076395034790039,0.008357302
7,gender,income,l-diversity,2,10,0.4946047964372927,0.43354649064277834,0.01661929461576528,0.3348419478516734,0.061349325337331395,0.7667393675027263,0.7850035179415017,0.7521186440677966,0.8208955223880597,0.7646285905618069,"[[3126 1287]
 [ 852 3905]]",0.009002598,1.1637102365493774,0.009002598
8,gender,income,l-diversity,2,10,0.5072856781285027,0.45300099548808503,0.011795536994853584,0.3465640846301801,0.01792416429899324,0.7681570338058887,0.7815903020341073,0.7592814371257485,0.8052497883149873,0.7669973637931212,"[[3240 1206]
 [ 920 3804]]",0.010738691,1.1198304891586304,0.010728318
9,gender,income,l-diversity,2,10,0.5166700275158757,0.42565653897688605,-0.013581816426969207,0.3645231695036383,0.009187297491677238,0.7715376226826608,0.7851061647348446,0.7605325914149443,0.8113207547169812,0.7703583337923554,"[[3248 1205]
 [ 890 3827]]",0.010334641,1.3130905628204346,0.010333521
10,gender,income,l-diversity,2,10,0.3927066641254548,0.3447135203580133,0.013321716985121301,0.21429760494232158,0.117886444849159,0.7608505997818975,0.76472481493402,0.7736053831126547,0.756045820958846,0.7609896968348988,"[[3413 1043]
 [1150 3564]]",0.0014410577,0.975501298904419,0.0014410577
11,gender,income,l-diversity,2,10,0.5202758776670329,0.4308553636783569,-0.011227939473902437,0.36876621217159955,0.01623618238192759,0.7704471101417666,0.7858813955853932,0.7573024897079004,0.8167019027484144,0.7689365369597928,"[[3202 1238]
 [ 867 3863]]",0.009665412,1.2791986465454102,0.0096582705
12,gender,income,l-diversity,2,10,0.3987427431969954,0.3335729476574547,-0.002218533278081636,0.22424242424242424,0.11300059105336646,0.7618320610687023,0.7654639175257731,0.7732696897374701,0.7578141611737189,0.7619381976676742,"[[3422 1045]
 [1139 3564]]",0.0015157354,0.8878474235534668,0.0015157355
13,gender,income,l-diversity,2,10,0.5034555047646299,0.4556529860104821,0.0181075543340965,0.3266356123313088,0.10134899745898762,0.7640130861504907,0.7788677702840793,0.7506401418160331,0.8093013378636653,0.762754233155101,"[[3195 1266]
 [ 898 3811]]",0.010846444,1.254162311553955,0.010827266
14,gender,income,l-diversity,2,10,0.5145382580977077,0.4370800356569872,0.009099822392045653,0.3509593009485846,0.03395104537500537,0.7735005452562704,0.7907304785894207,0.7683571568435481,0.8144458281444583,0.7713083920134056,"[[3169 1183]
 [ 894 3924]]",0.008455812,1.2216027975082397,0.008440227
15,gender,income,l-diversity,2,10,0.3928009827369807,0.3491978609625669,0.013093138163633,0.21593707289905584,0.1056370183145926,0.7583424209378408,0.7615152819629789,0.7777533523851395,0.7459413873076112,0.7587850148645577,"[[3416 1011]
 [1205 3538]]",0.0013966964,1.0299315452575684,0.0013966964
16,gender,income,l-diversity,2,10,0.5203065373462237,0.4495043828167004,0.0033143569639891846,0.3573576983638628,0.033413678951204284,0.7712104689203926,0.7865717192268565,0.7584853835589562,0.8168180857806888,0.7696891871319491,"[[3206 1231]
 [ 867 3866]]",0.010787761,1.2724571228027344,0.010777539
17,gender,income,l-diversity,2,10,0.5125594608373865,0.4481196862641451,0.0069956161312171306,0.3491493035808456,0.03843612916864858,0.7682660850599782,0.7834946510443199,0.7592812006319115,0.8093033045674595,0.7667245194482466,"[[3200 1219]
 [ 906 3845]]",0.009005743,1.2215971946716309,0.008998494
18,gender,income,l-diversity,2,10,0.5082713278738288,0.4199706125869849,-0.0040810090281449,0.35786910163060764,0.01586378861341975,0.7707742639040349,0.7881475508969966,0.7635227494629955,0.8144136638200374,0.7686167655332735,"[[3158 1211]
 [ 891 3910]]",0.010512621,1.2543561458587646,0.010510712
19,gender,income,l-diversity,2,10,0.5111062348985321,0.43547164182814807,-0.0071586850025838755,0.3519606563084824,0.01587821534815248,0.7719738276990186,0.7846771702193389,0.7585108500895879,0.8127133105802048,0.7710376012963496,"[[3269 1213]
 [ 878 3810]]",0.010613047,1.1963926553726196,0.010613045
20,gender,income,l-diversity,2,10,0.49675084399605657,0.40687946765294836,0.001285061901760809,0.33587340924731224,0.04018145284052854,0.7779716466739367,0.7943849727327813,0.7653239929947461,0.8257400797816502,0.7760422658949095,"[[3201 1206]
 [ 830 3933]]",0.010903959,1.2529633045196533,0.010896569
21,gender,income,l-diversity,2,10,0.509542733137603,0.41771612912123274,-0.008241381402452674,0.3477080275257492,0.03301484462768456,0.7774263904034896,0.7926023778071334,0.7618675522563001,0.8259212198221093,0.7759327322132129,"[[3229 1219]
 [ 822 3900]]",0.008905438,1.2708489894866943,0.008904831
22,gender,income,l-diversity,2,10,0.3946587892240066,0.3370512227292113,0.005817774296035139,0.22450653970258394,0.11098519015904951,0.7586695747001091,0.7633914252111622,0.7697283311772316,0.7571580063626723,0.7587136833160162,"[[3387 1068]
 [1145 3570]]",0.0008829224,0.9302687644958496,0.0008829223
23,gender,income,l-diversity,2,10,0.5157280100562596,0.436421052631579,-0.004950565378831651,0.3584919286759436,0.025465616986267814,0.7717557251908397,0.7864067762016532,0.7556383604628358,0.8197872340425532,0.7705200152315674,"[[3224 1246]
 [ 847 3853]]",0.009642577,1.2246966361999512,0.009627965
24,gender,income,l-diversity,2,10,0.5064154028547097,0.42139860802573226,-0.006228745795463508,0.35036169147862656,0.023883784997390745,0.7738276990185388,0.7880645820559984,0.7586071217784772,0.819902190091431,0.7726105980678781,"[[3240 1227]
 [ 847 3856]]",0.009126895,1.26283597946167,0.009118701
25,gender,income,l-diversity,2,10,0.4129318031049242,0.36137122122120746,0.009541419024717168,0.2254786522607749,0.10941356685922499,0.7640130861504907,0.7694438525463456,0.785,0.7544922691182616,0.7644496017124156,"[[3395  989]
 [1175 3611]]",0.0015068583,0.8884856104850769,0.0015068583
26,gender,income,l-diversity,2,10,0.5444119715633382,0.48746502007128883,0.004828151559683191,0.37419715761059336,0.01095889601271316,0.7684841875681571,0.7836543360847855,0.7645655199840923,0.8037207357859532,0.7668854476923382,"[[3202 1184]
 [ 939 3845]]",0.009294417,1.2212855815887451,0.009294149
27,gender,income,l-diversity,2,10,0.5075530865087267,0.4299817980373536,-0.003894305847580215,0.3502997817842842,0.01672988908588624,0.772082878953108,0.7857289317203199,0.760619293370385,0.8125530110262935,0.7708925809509555,"[[3248 1206]
 [ 884 3832]]",0.010056351,1.274057149887085,0.010055065
28,gender,income,l-diversity,2,10,0.5243285115607506,0.44081850473035283,-0.005986282202073534,0.3582660712040284,0.03279008992324639,0.774918211559433,0.7900305188199389,0.7627185228835199,0.81937117535345,0.7733732428335744,"[[3223 1208]
 [ 856 3883]]",0.010063186,1.1992796659469604,0.010061691
29,gender,income,l-diversity,2,10,0.4987651051273561,0.4257724301841949,-0.0006110504337495382,0.3329762084987947,0.041161954390520616,0.7744820065430752,0.7872427983539094,0.7589763935727039,0.8176960889078863,0.7735775033717789,"[[3276 1215]
 [ 853 3826]]",0.010156223,1.2799863815307617,0.010156099
30,gender,income,l-diversity,2,10,0.5125689601332362,0.4357159600830487,0.007833374635736745,0.34556738105572116,0.06115376014230378,0.7745910577971646,0.7916960596593772,0.757423833397609,0.829216803884315,0.7727180342453381,"[[3175 1258]
 [ 809 3928]]",0.011171972,1.247348666191101,0.011163983
31,gender,income,l-diversity,2,10,0.4970252197498265,0.41928813141031007,0.008452146148547945,0.34092653560539776,0.04976292679448768,0.7684841875681571,0.7858367799858771,0.7601483216237315,0.8133221967007727,0.7663963186197312,"[[3152 1229]
 [ 894 3895]]",0.009061913,1.1522279977798462,0.009061913
32,gender,income,l-diversity,2,10,0.5047118885981445,0.4225792229264261,0.006224572575283416,0.34153831882828833,0.056411329761756224,0.7747001090512541,0.7921110887502516,0.7594057495658885,0.8277602523659306,0.7726570231252077,"[[3168 1247]
 [ 819 3936]]",0.009532414,1.2850158214569092,0.00952112
33,gender,income,l-diversity,2,10,0.5048026903258047,0.4358615895574264,0.006522518047681336,0.33902571830884265,0.06403220877237281,0.7688113413304253,0.783363989372573,0.7555686970234575,0.813282410354339,0.7675341825161868,"[[3217 1240]
 [ 880 3833]]",0.00932588,1.0193678140640259,0.009324634
34,gender,income,l-diversity,2,10,0.5016281534667725,0.4248657951448721,0.0014986626750399523,0.3500871589930523,0.03655003342990859,0.7660850599781898,0.7832676568657169,0.7558502340093604,0.8127490039840638,0.7641341020829204,"[[3149 1252]
 [ 893 3876]]",0.0092747575,1.1940393447875977,0.009265648
35,gender,income,l-diversity,2,10,0.5080521384033791,0.4178881581337887,-0.011653046043675452,0.35466393197453316,0.03147546257185452,0.7695747001090513,0.7839247366806422,0.7575098814229249,0.8122483577029032,0.768289984288432,"[[3224 1227]
 [ 886 3833]]",0.01093734,1.306990146636963,0.010934835
36,gender,income,l-diversity,2,10,0.5075279678505485,0.4379165306936437,0.0071760616921907605,0.3387393832663768,0.05986582165106824,0.7721919302071973,0.787249210713922,0.7581404472342095,0.8186824825248888,0.7707707759893494,"[[3216 1233]
 [ 856 3865]]",0.009875225,1.3008395433425903,0.009874984
37,gender,income,l-diversity,2,10,0.46656133862367366,0.39328553861228555,-0.0015298000562546932,0.29394092632798674,0.053021604868787375,0.7726281352235551,0.7801792303637322,0.7745446933221687,0.7858963466440102,0.772262382196949,"[[3385 1077]
 [1008 3700]]",0.05218803,2.142766237258911,0.050752312
38,gender,income,l-diversity,2,10,0.40998131040743313,0.34999975652736603,0.007137822395471782,0.2190416378541087,0.11410408123532201,0.7682660850599782,0.7708400733311765,0.7875716174526223,0.7548046462513199,0.7687213761132585,"[[3471  964]
 [1161 3574]]",0.0017644847,0.9310909509658813,0.0017644847
39,gender,income,l-diversity,2,10,0.42602213954071155,0.36990450079222165,-0.00011801113067932967,0.2487934888759235,0.0830450281734102,0.7595419847328244,0.7637921799678629,0.782141290039491,0.7462842788360896,0.7601214246445415,"[[3400  993]
 [1212 3565]]",0.0011735685,0.9681928753852844,0.0011735685
0,gender,income,l-diversity,2,20,0.46984103065881033,0.39961363519027965,-0.0029444801412983335,0.30362044363730706,0.03470939499491965,0.7636859323882225,0.7747635380937532,0.7808506180599204,0.7687706270627063,0.7633765213055317,"[[3276 1046]
 [1121 3727]]",0.004447387,1.0414416790008545,0.0044454774
1,gender,income,l-diversity,2,20,0.4608344899375434,0.40933210020507466,0.0015469581309275338,0.29000876244985657,0.02491683548375978,0.7630316248636859,0.7705627705627706,0.7813704496788009,0.7600499895855031,0.7631790346187987,"[[3348 1021]
 [1152 3649]]",0.011986666,1.6049108505249023,0.010757032
2,gender,income,l-diversity,2,20,0.39236325945250994,0.25754548446241365,-0.013573707781897038,0.2530376848047383,0.08202002091247906,0.7798255179934569,0.7941266442337106,0.7615881087424213,0.8295696634000852,0.7786141435856548,"[[3257 1219]
 [ 800 3894]]",0.023968067,1.4625060558319092,0.023923926
3,gender,income,l-diversity,2,20,0.3993391912404924,0.25200583107173946,-0.021964037379026635,0.2704647981715154,0.058012817717146614,0.7798255179934569,0.7957924547385455,0.7686596326690114,0.8249108827846509,0.7779405584111847,"[[3217 1184]
 [ 835 3934]]",0.027523005,1.4645968675613403,0.027475506
4,gender,income,l-diversity,2,20,0.39609635507984303,0.283120009305007,0.0033355804884823703,0.2448390765977516,0.08693165547224824,0.7817884405670665,0.7965429588205389,0.7684912693741417,0.826720135078092,0.7802373238567356,"[[3252 1180]
 [ 821 3917]]",0.024112886,1.7170888185501099,0.024057204
5,gender,income,l-diversity,2,20,0.39743949263489026,0.27602974671837155,-0.0032087026466210977,0.24392907393456473,0.0993253530022683,0.7792802617230098,0.7931316434995912,0.7675568743818002,0.8204694438570522,0.7779446971593299,"[[3266 1175]
 [ 849 3880]]",0.025172131,1.569907784461975,0.025139786
6,gender,income,l-diversity,2,20,0.40593319602593947,0.26425714519799914,-0.01551871456446885,0.27327551593489885,0.06453462364609175,0.7801526717557252,0.7972646822204345,0.7670278637770898,0.8299832495812395,0.7779866179631276,"[[3190 1204]
 [ 812 3964]]",0.025544463,1.4390488862991333,0.025485048
7,gender,income,l-diversity,2,20,0.40204981812148916,0.29092861151201,0.0016749550616796949,0.25537988645566356,0.0812153078858554,0.7788440567066521,0.7953169156237384,0.7649000194137061,0.8282531006937145,0.7769183019897306,"[[3202 1211]
 [ 817 3940]]",0.026274761,1.4875216484069824,0.026222672
8,gender,income,l-diversity,2,20,0.3887758976027768,0.2802755279571717,-0.0008022381313953497,0.24886635192632744,0.07842649254823886,0.7742639040348964,0.7885165508786269,0.7620458135860979,0.8168924640135479,0.7729311622811779,"[[3241 1205]
 [ 865 3859]]",0.02549309,1.6306545734405518,0.025417397
9,gender,income,l-diversity,2,20,0.4025555164892742,0.2771619357341544,-0.008586538850985925,0.25314185128638256,0.09450968179236818,0.7772082878953108,0.7906976744186046,0.7650674068199841,0.8181047275810897,0.7759959972960466,"[[3268 1185]
 [ 858 3859]]",0.025550567,1.5099641215192963,0.025486521
10,gender,income,l-diversity,2,20,0.3927066641254548,0.3447135203580133,0.013321716985121301,0.21429760494232158,0.117886444849159,0.7608505997818975,0.76472481493402,0.7736053831126547,0.756045820958846,0.7609896968348988,"[[3413 1043]
 [1150 3564]]",0.0014820253,1.0368181467056274,0.0014820253
11,gender,income,l-diversity,2,20,0.41470174331121096,0.29201477720925273,-0.006608414890219905,0.2676616100892789,0.09470291296755673,0.774918211559433,0.7907118231596025,0.759742790335152,0.8243128964059196,0.7733050968516084,"[[3207 1233]
 [ 831 3899]]",0.025716037,1.500612497329712,0.025676876
12,gender,income,l-diversity,2,20,0.48044052522986597,0.3944195085040155,-0.010515964265795041,0.3376320502979128,0.07385857075429203,0.7561613958560524,0.7723941368078175,0.740870923647725,0.8067191154582182,0.7548258662135506,"[[3140 1327]
 [ 909 3794]]",0.0016616378,1.1510343551635742,0.0016616378
13,gender,income,l-diversity,2,20,0.4044236826826734,0.30224905411110115,0.0046962731431805516,0.24419616200196284,0.12562913668632647,0.7707742639040349,0.7848075348075348,0.7576596165250049,0.8139732427266936,0.7695734852952008,"[[3235 1226]
 [ 876 3833]]",0.024681462,1.4766780138015747,0.02461482
14,gender,income,l-diversity,2,20,0.3993171443812203,0.2510521338820333,-0.016469992356222374,0.2600515617754635,0.06523690493428103,0.7848418756815704,0.8010085728693899,0.7790857367078674,0.8242009132420092,0.7827346477974751,"[[3226 1126]
 [ 847 3971]]",0.025411747,1.4071743643221994,0.025312657
15,gender,income,l-diversity,2,20,0.4420538577723095,0.39699537750385205,0.009327014456687821,0.26542789833696084,0.05333538497611312,0.7652126499454743,0.7701995944070872,0.7799394725464764,0.7606999789162977,0.7653737075516659,"[[3409 1018]
 [1135 3608]]",0.011691519,1.6400340795516968,0.010606951
16,gender,income,l-diversity,2,20,0.41051474811841526,0.2815412598765089,-0.010878657094316124,0.26701964422387503,0.0804854713049018,0.7780806979280261,0.793254089200447,0.7639921722113503,0.8248468201986056,0.776520773182467,"[[3231 1206]
 [ 829 3904]]",0.025521189,1.4067703485488892,0.025476981
17,gender,income,l-diversity,2,20,0.3902773826793896,0.26642607157518927,-0.004013150249399078,0.2442093290179818,0.09454348912500277,0.7776444929116685,0.7930579518928246,0.7657781262250098,0.8223531888023574,0.7759650080694295,"[[3224 1195]
 [ 844 3907]]",0.02611901,1.452751636505127,0.02605614
18,gender,income,l-diversity,2,20,0.39014914662739775,0.25654468591868274,-0.012534629104556272,0.2522491103293274,0.08156252883202864,0.7755725190839695,0.7919951485748938,0.769291183978009,0.8160799833368049,0.7735698612037653,"[[3194 1175]
 [ 883 3918]]",0.027156064,1.7358553409576416,0.027045969
19,gender,income,l-diversity,2,20,0.3927848154303832,0.2718379901082846,-0.009844542172376625,0.2466923445184315,0.09352647946583736,0.7752453653217012,0.7880719794344473,0.760770299781616,0.8174061433447098,0.7742764764023862,"[[3277 1205]
 [ 856 3832]]",0.0254229,1.3355388641357422,0.02536454
20,gender,income,l-diversity,2,20,0.399538645997589,0.26184295521312095,-0.00939760081100327,0.24892189536844334,0.07864434531268272,0.7880043620501636,0.8029596594364484,0.7762100725063688,0.8316187276926307,0.7862427652531682,"[[3265 1142]
 [ 802 3961]]",0.02371738,1.4038199186325073,0.023688229
21,gender,income,l-diversity,2,20,0.401245099047815,0.2514118612434032,-0.020016306464816447,0.2565811155042912,0.08292165509662464,0.7841875681570338,0.7987798678190138,0.7682378251515745,0.8318509106310885,0.7827195200637457,"[[3263 1185]
 [ 794 3928]]",0.027742777,1.479111671447754,0.027689328
22,gender,income,l-diversity,2,20,0.3946587892240066,0.3370512227292113,0.005817774296035139,0.22450653970258394,0.11098519015904951,0.7586695747001091,0.7633914252111622,0.7697283311772316,0.7571580063626723,0.7587136833160162,"[[3387 1068]
 [1145 3570]]",0.0009672851,1.004661202430725,0.00096728496
23,gender,income,l-diversity,2,20,0.4092498405576229,0.2719578947368422,-0.01498744736578117,0.2670130790709982,0.07338073662141309,0.7828789531079607,0.7974361583070506,0.7640865665821798,0.8338297872340426,0.7815681374648961,"[[3260 1210]
 [ 781 3919]]",0.024274582,1.3717336654663086,0.024211256
24,gender,income,l-diversity,2,20,0.39748328817769646,0.2661095796482994,-0.010878741675592218,0.25190867978560916,0.08444184674972244,0.7814612868047982,0.7953013278855976,0.7652840574012187,0.8277695088241548,0.7802380116316879,"[[3273 1194]
 [ 810 3893]]",0.024016988,1.404967639627866,0.023984503
25,gender,income,l-diversity,2,20,0.4129318031049242,0.36137122122120746,0.009541419024717168,0.2254786522607749,0.10941356685922499,0.7640130861504907,0.7694438525463456,0.785,0.7544922691182616,0.7644496017124156,"[[3395  989]
 [1175 3611]]",0.0015730375,0.9922010898590088,0.0015730375
26,gender,income,l-diversity,2,20,0.4125700552890225,0.28796281529643497,-0.008579366837205171,0.2621341254599661,0.08258070248663385,0.7784078516902945,0.7937474624441738,0.771507498026835,0.8173076923076923,0.7766429022413974,"[[3228 1158]
 [ 874 3910]]",0.025202677,1.6380867958068848,0.025160609
27,gender,income,l-diversity,2,20,0.3843259833556413,0.24404479265590373,-0.013470846757545396,0.24487543451654384,0.08073515750313687,0.7830970556161396,0.7975160337982287,0.7669864891325632,0.8305767599660729,0.7817005937234944,"[[3264 1190]
 [ 799 3917]]",0.026594339,1.9347853660583496,0.026563786
28,gender,income,l-diversity,2,20,0.41283662995844245,0.26447539191912284,-0.01828831957631505,0.26747575727939105,0.08713710720608547,0.781897491821156,0.797611819469743,0.7662842698813922,0.8316100443131462,0.7801697253838356,"[[3229 1202]
 [ 798 3941]]",0.025777066,1.4068243503570557,0.025724743
29,gender,income,l-diversity,2,20,0.3934123776860303,0.2760626628273687,-0.002762958358903056,0.23949737758201053,0.10343530090356401,0.7794983642311887,0.7927004305925774,0.7617733990147784,0.8262449241290875,0.7785199236543902,"[[3282 1209]
 [ 813 3866]]",0.025247365,1.4444071054458618,0.025218172
30,gender,income,l-diversity,2,20,0.41466614955186526,0.27681250418592196,-0.012566455857457526,0.26356669202951066,0.076406824259585,0.7864776444929117,0.8010566957935379,0.7721841332027424,0.8321722609246358,0.7849108541257512,"[[3270 1163]
 [ 795 3942]]",0.025891282,1.5244075093291916,0.02582439
31,gender,income,l-diversity,2,20,0.4032915372900814,0.28021969690631954,-0.004177936078266886,0.26028000025179876,0.08298054224601892,0.776226826608506,0.7926853909880784,0.7678606380896458,0.8191689287951556,0.7742272400195819,"[[3195 1186]
 [ 866 3923]]",0.027288347,1.8460593223571777,0.027235478
32,gender,income,l-diversity,2,20,0.39607769584072905,0.2813488564342794,0.009140148950575466,0.23251505719747292,0.11753713656385278,0.7827699018538713,0.7987065481002426,0.7687220385139077,0.8311251314405889,0.7809079790838279,"[[3226 1189]
 [ 803 3952]]",0.02667066,1.686173915863037,0.026622554
33,gender,income,l-diversity,2,20,0.39726478944048416,0.26000507563804076,-0.012088162971758853,0.24843368189055293,0.08559687097085866,0.7841875681570338,0.7974204115057836,0.770371835443038,0.8264375132611924,0.7829741975101117,"[[3296 1161]
 [ 818 3895]]",0.02344967,1.5036320686340332,0.023381848
34,gender,income,l-diversity,2,20,0.3977773032604421,0.2739174537570881,-0.008892338334939076,0.26093751306339824,0.08296413595135521,0.7723009814612868,0.7890056588520614,0.7614589428515701,0.8186202558188299,0.7703644337489969,"[[3178 1223]
 [ 865 3904]]",0.02733819,1.613720558833839,0.027293194
35,gender,income,l-diversity,2,20,0.3936816857614566,0.25385342102394537,-0.016890429203205604,0.25170602873461484,0.09352014546953191,0.7764449291166848,0.7904314046207319,0.7635789057870828,0.8192413646959101,0.7751565169918555,"[[3254 1197]
 [ 853 3866]]",0.026580248,1.608486294746399,0.026526898
36,gender,income,l-diversity,2,20,0.4106495058107962,0.28424219096469716,-0.004132725100467027,0.2597698408330734,0.09676546904817473,0.780370774263904,0.7960712839206157,0.7625606207565471,0.8326625714890913,0.7787722837216191,"[[3225 1224]
 [ 790 3931]]",0.0269977,1.5239418745040894,0.02693227
37,gender,income,l-diversity,2,20,0.39890976498680414,0.26931525076459506,-0.012468805544085138,0.2566960288837815,0.09338977019769457,0.7735005452562704,0.7868650590046178,0.7611673615247171,0.8143585386576041,0.772374249158475,"[[3259 1203]
 [ 874 3834]]",0.028114151,1.7825294733047485,0.028062876
38,gender,income,l-diversity,2,20,0.4578389491109094,0.4093448584260739,0.009609654509531662,0.26184777825583266,0.07657674613132581,0.7718647764449291,0.7755364806866952,0.7882224645583424,0.7632523759239704,0.7721560639484565,"[[3464  971]
 [1121 3614]]",0.011298013,1.2390096188754907,0.010413078
39,gender,income,l-diversity,2,20,0.47033515596177006,0.4178963676773576,-0.0020068418176628633,0.2914679514927948,0.032416328600405664,0.764340239912759,0.7696407632448566,0.7841007819287577,0.755704416998116,0.7647176762887233,"[[3399  994]
 [1167 3610]]",0.004105939,1.0686671733856201,0.004105939
0,gender,income,l-diversity,2,30,0.41458864320996996,0.32425721971166455,0.0018304175394656674,0.2584922385091019,0.09804995506310266,0.7621592148309706,0.7770622508432996,0.7702127659574468,0.7840346534653465,0.7608280625031498,"[[3188 1134]
 [1047 3801]]",0.0037604584,1.2705843448638916,0.0037584342
